銀行別,2021年1月,2021年2月,2021年3月,2021年4月,2021年5月,2021年6月,2021年7月,2021年8月,2021年9月,2021年10月,2021年11月,2021年12月,2022年1月,2021年1月市占率,2021年1月排名,2021年2月市占率,2021年2月排名,2021年3月市占率,2021年3月排名,2021年4月市占率,2021年4月排名,2021年5月市占率,2021年5月排名,2021年6月市占率,2021年6月排名,2021年7月市占率,2021年7月排名,2021年8月市占率,2021年8月排名,2021年9月市占率,2021年9月排名,2021年10月市占率,2021年10月排名,2021年11月市占率,2021年11月排名,2021年12月市占率,2021年12月排名,2022年1月市占率,2022年1月排名
花旗(台灣)商業銀行,915354.0,917149.0,918737.0,918796.0,918237.0,919094.0,919951.0,921182.0,922608.0,923184.0,923783.0,924472.0,925110.0,0.35%,25.0,0.35%,25.0,0.35%,25.0,0.35%,25.0,0.35%,25.0,0.35%,25.0,0.35%,25.0,0.35%,25.0,0.35%,25.0,0.35%,25.0,0.34%,25.0,0.34%,25.0,0.34%,25.0
王道商業銀行,279543.0,280219.0,281564.0,282481.0,283497.0,284465.0,285511.0,286498.0,287469.0,288050.0,290122.0,291068.0,295038.0,0.11%,32.0,0.11%,32.0,0.11%,32.0,0.11%,32.0,0.11%,32.0,0.11%,32.0,0.11%,32.0,0.11%,33.0,0.11%,33.0,0.11%,33.0,0.11%,33.0,0.11%,33.0,0.11%,33.0
臺灣中小企業銀行,2018261.0,2024174.0,2032512.0,2039833.0,2046613.0,2053016.0,2060434.0,2068149.0,2074639.0,2081215.0,2087315.0,2092555.0,2101249.0,0.78%,18.0,0.78%,18.0,0.78%,18.0,0.78%,18.0,0.78%,18.0,0.78%,18.0,0.78%,18.0,0.78%,18.0,0.78%,18.0,0.78%,18.0,0.78%,18.0,0.78%,18.0,0.78%,18.0
渣打國際商業銀行,1736278.0,1738481.0,1741659.0,1720242.0,1721995.0,1723431.0,1725461.0,1727421.0,1729103.0,1731037.0,1732950.0,1734631.0,1736236.0,0.67%,19.0,0.67%,19.0,0.67%,19.0,0.66%,19.0,0.66%,19.0,0.66%,19.0,0.65%,19.0,0.65%,19.0,0.65%,19.0,0.65%,19.0,0.65%,19.0,0.64%,19.0,0.64%,19.0
台中商業銀行,934737.0,935795.0,937352.0,938724.0,939908.0,940653.0,941939.0,943262.0,944609.0,945341.0,946492.0,947561.0,948494.0,0.36%,24.0,0.36%,24.0,0.36%,24.0,0.36%,24.0,0.36%,24.0,0.36%,24.0,0.36%,24.0,0.36%,24.0,0.35%,24.0,0.35%,24.0,0.35%,24.0,0.35%,24.0,0.35%,24.0
京城商業銀行,391347.0,392705.0,394405.0,396068.0,397493.0,399342.0,400821.0,402238.0,403817.0,405084.0,406627.0,408124.0,409623.0,0.15%,31.0,0.15%,31.0,0.15%,31.0,0.15%,31.0,0.15%,31.0,0.15%,31.0,0.15%,31.0,0.15%,31.0,0.15%,31.0,0.15%,32.0,0.15%,32.0,0.15%,32.0,0.15%,32.0
匯豐(台灣)商業銀行,245459.0,246460.0,247815.0,249014.0,250195.0,251516.0,252832.0,254052.0,255223.0,256364.0,257700.0,258924.0,260437.0,0.10%,35.0,0.10%,35.0,0.10%,35.0,0.10%,35.0,0.10%,35.0,0.10%,35.0,0.10%,35.0,0.10%,36.0,0.10%,36.0,0.10%,36.0,0.10%,36.0,0.10%,36.0,0.10%,36.0
瑞興商業銀行,88648.0,89021.0,89218.0,89417.0,89762.0,89930.0,90190.0,90221.0,90423.0,90501.0,90674.0,90826.0,90973.0,0.03%,37.0,0.03%,37.0,0.03%,37.0,0.03%,37.0,0.03%,38.0,0.03%,38.0,0.03%,38.0,0.03%,38.0,0.03%,38.0,0.03%,38.0,0.03%,38.0,0.03%,38.0,0.03%,38.0
華泰商業銀行,266398.0,266608.0,266933.0,267187.0,267496.0,267835.0,268142.0,268449.0,268707.0,268883.0,269134.0,268100.0,268275.0,0.10%,33.0,0.10%,33.0,0.10%,33.0,0.10%,33.0,0.10%,34.0,0.10%,34.0,0.10%,34.0,0.10%,35.0,0.10%,35.0,0.10%,35.0,0.10%,35.0,0.10%,35.0,0.10%,35.0
臺灣新光商業銀行,2745372.0,2756434.0,2775546.0,2794367.0,2809537.0,2820017.0,2838263.0,2854646.0,2865273.0,2874542.0,2885709.0,2900046.0,2913374.0,1.06%,17.0,1.06%,17.0,1.07%,17.0,1.07%,17.0,1.07%,17.0,1.07%,17.0,1.07%,17.0,1.08%,17.0,1.08%,17.0,1.08%,17.0,1.08%,17.0,1.08%,17.0,1.08%,17.0
陽信商業銀行,665687.0,666826.0,668513.0,669881.0,671054.0,672428.0,673808.0,675116.0,676391.0,677702.0,679130.0,680427.0,681796.0,0.26%,29.0,0.26%,29.0,0.26%,29.0,0.26%,29.0,0.26%,29.0,0.26%,29.0,0.26%,29.0,0.25%,29.0,0.25%,29.0,0.25%,29.0,0.25%,29.0,0.25%,30.0,0.25%,30.0
板信商業銀行,539131.0,539583.0,540271.0,540676.0,541129.0,541645.0,542188.0,542800.0,543452.0,544021.0,544573.0,545065.0,545516.0,0.21%,30.0,0.21%,30.0,0.21%,30.0,0.21%,30.0,0.21%,30.0,0.21%,30.0,0.21%,30.0,0.20%,30.0,0.20%,30.0,0.20%,30.0,0.20%,31.0,0.20%,31.0,0.20%,31.0
三信商業銀行,264335.0,265031.0,266147.0,267019.0,267829.0,268804.0,269820.0,271041.0,271989.0,272873.0,273754.0,274586.0,275479.0,0.10%,34.0,0.10%,34.0,0.10%,34.0,0.10%,34.0,0.10%,33.0,0.10%,33.0,0.10%,33.0,0.10%,34.0,0.10%,34.0,0.10%,34.0,0.10%,34.0,0.10%,34.0,0.10%,34.0
聯邦商業銀行,1464266.0,1478862.0,1493568.0,1505932.0,1514079.0,1521791.0,1534279.0,1542610.0,1551856.0,1560060.0,1567398.0,1573803.0,1582185.0,0.57%,22.0,0.57%,22.0,0.57%,22.0,0.58%,22.0,0.58%,22.0,0.58%,21.0,0.58%,21.0,0.58%,21.0,0.58%,21.0,0.58%,21.0,0.58%,21.0,0.58%,21.0,0.58%,21.0
遠東國際商業銀行,825420.0,829922.0,838254.0,847039.0,854084.0,859305.0,866751.0,873228.0,877798.0,882770.0,887531.0,892160.0,898431.0,0.32%,26.0,0.32%,26.0,0.32%,26.0,0.32%,26.0,0.33%,26.0,0.33%,26.0,0.33%,26.0,0.33%,26.0,0.33%,26.0,0.33%,26.0,0.33%,26.0,0.33%,26.0,0.33%,26.0
元大商業銀行,2797353.0,2824108.0,2856986.0,2889167.0,2911686.0,2920546.0,2937725.0,2963320.0,2983512.0,2999277.0,3018520.0,3039236.0,3057250.0,1.08%,16.0,1.09%,16.0,1.10%,16.0,1.11%,16.0,1.11%,16.0,1.11%,16.0,1.11%,16.0,1.12%,16.0,1.12%,16.0,1.12%,16.0,1.12%,16.0,1.13%,16.0,1.13%,15.0
永豐商業銀行,3030362.0,3052906.0,3088111.0,3121201.0,3141533.0,3160136.0,3186799.0,3214362.0,3239742.0,3260535.0,3281306.0,3302669.0,3324796.0,1.18%,14.0,1.18%,14.0,1.19%,14.0,1.20%,14.0,1.20%,14.0,1.20%,14.0,1.21%,14.0,1.21%,14.0,1.22%,14.0,1.22%,14.0,1.22%,14.0,1.23%,14.0,1.23%,14.0
玉山商業銀行,4668295.0,4688367.0,4713017.0,4733658.0,4752478.0,4775153.0,4805613.0,4832459.0,4859956.0,4891106.0,4918022.0,4941289.0,4970805.0,1.81%,11.0,1.81%,11.0,1.81%,11.0,1.81%,11.0,1.81%,11.0,1.82%,11.0,1.82%,11.0,1.82%,11.0,1.82%,11.0,1.83%,11.0,1.83%,11.0,1.83%,11.0,1.84%,11.0
凱基商業銀行,1510071.0,1512268.0,1514788.0,1517114.0,1518783.0,1519467.0,1519830.0,1520507.0,1521337.0,1522525.0,1523751.0,1525217.0,1526717.0,0.59%,21.0,0.58%,21.0,0.58%,21.0,0.58%,21.0,0.58%,21.0,0.58%,22.0,0.58%,22.0,0.57%,22.0,0.57%,22.0,0.57%,22.0,0.57%,22.0,0.57%,22.0,0.56%,22.0
星展(台灣)商業銀行,202833.0,203042.0,203277.0,203595.0,203962.0,204226.0,204458.0,204766.0,204996.0,205226.0,205448.0,205806.0,206031.0,0.08%,36.0,0.08%,36.0,0.08%,36.0,0.08%,36.0,0.08%,36.0,0.08%,36.0,0.08%,37.0,0.08%,37.0,0.08%,37.0,0.08%,37.0,0.08%,37.0,0.08%,37.0,0.08%,37.0
台新國際商業銀行,5510775.0,5541713.0,5582913.0,5614348.0,5643234.0,5665218.0,5694597.0,5721995.0,5747775.0,5772520.0,5795673.0,5818786.0,5845407.0,2.14%,9.0,2.14%,9.0,2.15%,8.0,2.15%,8.0,2.15%,8.0,2.15%,8.0,2.16%,8.0,2.16%,8.0,2.16%,8.0,2.16%,8.0,2.16%,8.0,2.16%,8.0,2.16%,8.0
日盛國際商業銀行,1258651.0,1262250.0,1266747.0,1270961.0,1273898.0,1275460.0,1277914.0,1280613.0,1282824.0,1284524.0,1286760.0,1289003.0,1290840.0,0.49%,23.0,0.49%,23.0,0.49%,23.0,0.49%,23.0,0.49%,23.0,0.48%,23.0,0.48%,23.0,0.48%,23.0,0.48%,23.0,0.48%,23.0,0.48%,23.0,0.48%,23.0,0.48%,23.0
安泰商業銀行,735015.0,735212.0,735517.0,735843.0,736033.0,736314.0,736651.0,736902.0,737077.0,737157.0,737408.0,737723.0,737939.0,0.29%,28.0,0.28%,28.0,0.28%,28.0,0.28%,28.0,0.28%,28.0,0.28%,28.0,0.28%,28.0,0.28%,28.0,0.28%,28.0,0.28%,28.0,0.27%,28.0,0.27%,28.0,0.27%,29.0
中國信託商業銀行,6100046.0,6139852.0,6184578.0,6220206.0,6251078.0,6281495.0,6303531.0,6349957.0,6392487.0,6422186.0,6453301.0,6480166.0,6506887.0,2.37%,6.0,2.37%,6.0,2.38%,6.0,2.38%,6.0,2.38%,6.0,2.39%,6.0,2.39%,6.0,2.39%,6.0,2.40%,5.0,2.40%,5.0,2.40%,5.0,2.41%,5.0,2.41%,5.0
將來商業銀行,,,,,,,,,,,,,30.0,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,0.00%,40.0
連線商業銀行,,,216.0,62701.0,120432.0,142892.0,215346.0,318215.0,394532.0,446045.0,578676.0,691938.0,799015.0,nan%,,nan%,,0.00%,39.0,0.02%,38.0,0.05%,37.0,0.05%,37.0,0.08%,36.0,0.12%,32.0,0.15%,32.0,0.17%,31.0,0.22%,30.0,0.26%,29.0,0.30%,27.0
樂天國際商業銀行,4346.0,8026.0,14256.0,21789.0,25870.0,30451.0,33938.0,37050.0,40131.0,44184.0,46838.0,50139.0,52577.0,0.00%,38.0,0.00%,38.0,0.01%,38.0,0.01%,39.0,0.01%,39.0,0.01%,39.0,0.01%,39.0,0.01%,39.0,0.02%,39.0,0.02%,39.0,0.02%,39.0,0.02%,39.0,0.02%,39.0
中央信託局,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中國農民銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
交通銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
澳盛(台灣)商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中華開發工業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
第七商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中華商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
大眾商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
慶豐商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
臺北國際商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
高雄區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
花蓮區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
臺東區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
前20,80377939.0,80680219.0,81068015.0,81379837.0,81657174.0,81909524.0,82208376.0,82529804.0,82828006.0,83068525.0,83321480.0,83571245.0,83860299.0,31.17%,2.0,31.17%,2.0,31.17%,2.0,31.16%,2.0,31.15%,2.0,31.14%,2.0,31.13%,2.0,31.10%,2.0,31.09%,2.0,31.08%,2.0,31.05%,2.0,31.02%,2.0,31.00%,2.0
總額,88745584.0,89070948.0,89492073.0,89897313.0,90256051.0,90554263.0,90951441.0,91402856.0,91801946.0,92113908.0,92521589.0,92904421.0,93325236.0,34.41%,1.0,34.41%,1.0,34.41%,1.0,34.42%,1.0,34.43%,1.0,34.43%,1.0,34.44%,1.0,34.45%,1.0,34.46%,1.0,34.46%,1.0,34.48%,1.0,34.49%,1.0,34.50%,1.0
